"animal"	"Sire"	"Dam"	"Batch"	"Head"	"Body"	"Depth"	"Mass"
"1"	13050001	"11059002"	"11080006"	1	186.75	802.72	277.57	56
"2"	13050002	"11059002"	"11080006"	1	199.18	809.72	286.19	52.2
"3"	13050003	"11059002"	"11080006"	1	206.69	814.91	280.38	52
"4"	13050004	"11059002"	"11080006"	1	174.44	831.16	281.19	52
"5"	13050005	"11059002"	"11080006"	1	194.38	817.62	290.36	51.6
"6"	13050006	"11059002"	"11080006"	1	197.58	828.62	279.57	51.6
"7"	13050007	"11059002"	"11080006"	1	180.51	800.49	277.32	51.4
"8"	13050008	"11059002"	"11080006"	1	196.29	801.1	266.42	51.4
"9"	13050009	"11059002"	"11080006"	1	185.62	811.59	280.6	51.2
"10"	13050010	"11059002"	"11080006"	1	196.79	795.06	276.65	51.2
"11"	13050011	"11059002"	"11080006"	1	189.04	826.26	281.38	50.8
"12"	13050012	"11059002"	"11080006"	1	172.87	806.48	272.7	50.6
"13"	13050013	"11059002"	"11080006"	1	190.75	811.85	266.96	50.4
"14"	13050014	"11059002"	"11080006"	1	188.37	824.33	275.9	50.4
"15"	13050015	"11059002"	"11080006"	1	197.17	813.83	294.28	50
"16"	13050016	"11059002"	"11080006"	1	201.93	808.77	280.01	49.8
"17"	13050017	"11059002"	"11080006"	1	188.48	805.36	271.03	49.6
"18"	13050018	"11059002"	"11080006"	1	180.38	817.67	279.29	49.4
"19"	13050019	"11059002"	"11080006"	1	212.99	810.31	289.69	49.2
"20"	13050020	"11059002"	"11080006"	1	186.91	806.31	277.21	49.2
"21"	13050021	"11059002"	"11080006"	1	196.3	816.5	298.22	49
"22"	13050022	"11059002"	"11080006"	1	203.34	823.46	285.25	48.8
"23"	13050023	"11059002"	"11080006"	1	198.35	815.75	289.49	48.8
"24"	13050024	"11059002"	"11080006"	1	203.1	792.63	286.09	48.8
"25"	13050025	"11059002"	"11080006"	1	208.91	794.19	307.57	48.6
"26"	13050026	"11059002"	"11080006"	1	178.56	825.04	289.73	48.6
"27"	13050027	"11059002"	"11080006"	1	189.18	834.92	296.65	48.4
"28"	13050028	"11059002"	"11080006"	1	223.27	802.83	300.58	48
"29"	13050029	"11059002"	"11080006"	1	194.93	823.27	283.3	48
"30"	13050030	"11059002"	"11080006"	1	193.28	802.32	274.23	48
"31"	13050031	"11059002"	"11080006"	1	176.97	808.24	261.93	48
"32"	13050032	"11059002"	"11080006"	1	191.14	796.19	285.71	47.8
"33"	13050033	"11059002"	"11080006"	1	196.92	817.88	284.08	47.6
"34"	13050034	"11059002"	"11080006"	1	200.37	806.23	290.47	47.4
"35"	13050035	"11059002"	"11080006"	1	190.31	800.45	300.22	47.4
"36"	13050036	"11059002"	"11080006"	1	198.49	818.91	293.25	47
"37"	13055001	"11099003"	"11051026"	1	181.78	825.82	277.95	62.8
"38"	13055002	"11099003"	"11051026"	1	192.36	806.07	303.76	62.6
"39"	13055003	"11099003"	"11051026"	1	164.37	824.92	281.2	58.4
"40"	13055004	"11099003"	"11051026"	1	168.53	820.94	291.03	58.2
"41"	13055005	"11099003"	"11051026"	1	189.8	814.6	287.17	58
"42"	13055006	"11099003"	"11051026"	1	173.29	827.61	274.18	57.8
"43"	13055007	"11099003"	"11051026"	1	186.66	807.5	292.02	57.2
"44"	13055008	"11099003"	"11051026"	1	199.62	798.99	304.59	56.6
"45"	13055009	"11099003"	"11051026"	1	182.42	813.86	283.99	56.4
"46"	13055010	"11099003"	"11051026"	1	174.93	797.27	287.98	56.4
"47"	13055011	"11099003"	"11051026"	1	190.13	815.47	285.37	55.8
"48"	13055012	"11099003"	"11051026"	1	172.91	822.76	290.79	54.6
"49"	13055013	"11099003"	"11051026"	1	177.09	818.94	283.77	54.2
"50"	13055014	"11099003"	"11051026"	1	176.37	805.99	276.59	53.8
"51"	13055015	"11099003"	"11051026"	1	176.08	826.22	293.76	52.8
"52"	13055016	"11099003"	"11051026"	1	154.82	814.41	277.11	52.2
"53"	13055017	"11099003"	"11051026"	1	185.06	796.81	279.47	51.8
"54"	13055018	"11099003"	"11051026"	1	163.31	847.29	278.44	51.6
"55"	13055019	"11099003"	"11051026"	1	176.96	805.62	285.13	51.6
"56"	13055020	"11099003"	"11051026"	1	180.16	813.12	283.58	51.4
"57"	13055021	"11099003"	"11051026"	1	186.33	816.47	290.76	51
"58"	13055022	"11099003"	"11051026"	1	176.53	803.19	277.07	50.8
"59"	13055023	"11099003"	"11051026"	1	175.09	814.89	294.39	50.6
"60"	13055024	"11099003"	"11051026"	1	177.8	813.67	287.08	50.4
"61"	13055025	"11099003"	"11051026"	1	183.15	803.07	292.74	50.2
"62"	13055026	"11099003"	"11051026"	1	191.2	817.8	288.16	50.2
"63"	13055027	"11099003"	"11051026"	1	195.66	805.84	291.57	49.8
"64"	13055028	"11099003"	"11051026"	1	174.16	836.54	271.73	49.8
"65"	13055029	"11099003"	"11051026"	1	174.41	831.29	291.52	49.6
"66"	13055030	"11099003"	"11051026"	1	170.85	823.89	284.49	49.4
"67"	13055031	"11099003"	"11051026"	1	197.27	795.12	295.97	49.4
"68"	13055032	"11099003"	"11051026"	1	182.68	818.32	286.42	49
"69"	13055033	"11099003"	"11051026"	1	175.37	822.41	298.86	49
"70"	13055034	"11099003"	"11051026"	1	172.46	818.87	282.44	49
"71"	13055035	"11099003"	"11051026"	1	176.92	835.48	278.58	48.6
"72"	13055036	"11099003"	"11051026"	1	173.37	800.52	279.91	48.6
"73"	13055037	"11099003"	"11051026"	1	170.92	807.78	281.97	48.4
"74"	13057001	"11062001"	"11106028"	1	171.86	806.68	282.57	60
"75"	13057002	"11062001"	"11106028"	1	173.73	820.11	299.03	58.6
"76"	13057003	"11062001"	"11106028"	1	184.56	806.15	288.94	55.2
"77"	13057004	"11062001"	"11106028"	1	175.74	816.82	284.22	54
"78"	13057005	"11062001"	"11106028"	1	188.72	813.78	287.66	53.2
"79"	13057006	"11062001"	"11106028"	1	184.26	820.44	285.75	52.8
"80"	13057007	"11062001"	"11106028"	1	175.07	813.14	289.99	52.6
"81"	13057008	"11062001"	"11106028"	1	170.64	805.31	287.41	52.4
"82"	13057009	"11062001"	"11106028"	1	178.57	811.48	264.82	52
"83"	13057010	"11062001"	"11106028"	1	188.84	792.16	269.01	51.8
"84"	13057011	"11062001"	"11106028"	1	177.92	814.05	289.76	51.2
"85"	13057012	"11062001"	"11106028"	1	196.69	788.41	287.48	51
"86"	13057013	"11062001"	"11106028"	1	183.84	809.28	295.59	50.8
"87"	13057014	"11062001"	"11106028"	1	181.27	812.86	278.13	50.4
"88"	13057015	"11062001"	"11106028"	1	180.29	822.21	290.98	50.2
"89"	13057016	"11062001"	"11106028"	1	168.9	818.6	288.74	49.8
"90"	13057017	"11062001"	"11106028"	1	190.7	798.94	295.26	49.6
"91"	13057018	"11062001"	"11106028"	1	186.55	815.25	273.53	49.6
"92"	13057019	"11062001"	"11106028"	1	179.77	825.43	284.25	49.4
"93"	13057020	"11062001"	"11106028"	1	180.98	809.27	293.79	49.2
"94"	13057021	"11062001"	"11106028"	1	170.55	804.15	270.88	49.2
"95"	13057022	"11062001"	"11106028"	1	158.51	818.69	284.13	48.8
"96"	13057023	"11062001"	"11106028"	1	173.58	834.52	289.78	48.6
"97"	13057024	"11062001"	"11106028"	1	164.81	810.16	288.77	47.8
"98"	13057025	"11062001"	"11106028"	1	199.31	814.59	281.95	47.6
"99"	13057026	"11062001"	"11106028"	1	168.06	830	267.37	47.6
"100"	13057027	"11062001"	"11106028"	1	183.19	813.17	294.61	47.4
"101"	13057028	"11062001"	"11106028"	1	185.42	811.35	282.22	47.4
"102"	13057029	"11062001"	"11106028"	1	165.22	826	289.01	47.2
"103"	13057030	"11062001"	"11106028"	1	206.09	798.71	287.51	47
"104"	13057031	"11062001"	"11106028"	1	197.64	786.66	285.65	47
"105"	13057032	"11062001"	"11106028"	1	181.28	807.4	295.41	46.8
"106"	13057033	"11062001"	"11106028"	1	182.49	812.52	285.23	46.8
"107"	13057034	"11062001"	"11106028"	1	186.64	791.02	286.59	46.6
"108"	13059001	"11120006"	"11012032"	1	194.47	804.22	303.62	68.6
"109"	13059002	"11120006"	"11012032"	1	173.78	795.99	280.4	66.8
"110"	13059003	"11120006"	"11012032"	1	175.86	798.64	282.4	66.2
"111"	13059004	"11120006"	"11012032"	1	166.33	827.95	286.84	65.8
"112"	13059005	"11120006"	"11012032"	1	174.42	813.69	302.2	64
"113"	13059006	"11120006"	"11012032"	1	189.62	823.78	288.48	63.8
"114"	13059007	"11120006"	"11012032"	1	176.07	818.31	292.89	63.2
"115"	13059008	"11120006"	"11012032"	1	172.12	827.81	285.46	62.6
"116"	13059009	"11120006"	"11012032"	1	181.11	813.98	285.63	62.2
"117"	13059010	"11120006"	"11012032"	1	190.86	804.05	291.5	61.4
"118"	13059011	"11120006"	"11012032"	1	184.64	813.17	288.97	61
"119"	13059012	"11120006"	"11012032"	1	195.15	803.23	302.31	60.2
"120"	13059013	"11120006"	"11012032"	1	198.11	800.21	283.98	60
"121"	13059014	"11120006"	"11012032"	1	176.9	805.25	289.67	59.8
"122"	13059015	"11120006"	"11012032"	1	176.79	816.39	285.34	59.8
"123"	13059016	"11120006"	"11012032"	1	190.06	814.44	281.39	59.6
"124"	13059017	"11120006"	"11012032"	1	183.47	827.73	285.07	59.2
"125"	13059018	"11120006"	"11012032"	1	194.36	821.84	303.01	59.2
"126"	13059019	"11120006"	"11012032"	1	164.03	807.51	285.45	59.2
"127"	13059020	"11120006"	"11012032"	1	176.7	801.74	294.92	59.2
"128"	13059021	"11120006"	"11012032"	1	172.41	799.88	278.76	59
"129"	13059022	"11120006"	"11012032"	1	166.15	811.1	271.56	59
"130"	13059023	"11120006"	"11012032"	1	173.97	831.23	275.78	58.8
"131"	13059024	"11120006"	"11012032"	1	164.14	803.05	270.69	58.8
"132"	13059025	"11120006"	"11012032"	1	210.17	798.93	301.33	58
"133"	13059026	"11120006"	"11012032"	1	183.8	813.66	285.08	57.6
"134"	13059027	"11120006"	"11012032"	1	170.47	816.09	276.89	57.4
"135"	13059028	"11120006"	"11012032"	1	178.87	814.04	283.4	57.2
"136"	13059029	"11120006"	"11012032"	1	182.74	817.19	292.11	57.2
"137"	13059030	"11120006"	"11012032"	1	187.87	814.23	286.38	57
"138"	13059031	"11120006"	"11012032"	1	175.39	826.51	287.49	56.6
"139"	13059032	"11120006"	"11012032"	1	190.18	823.72	303.22	56.4
"140"	13059033	"11120006"	"11012032"	1	177.52	812.56	296.87	55.8
"141"	13059034	"11120006"	"11012032"	1	184.06	810.55	285.17	55.8
"142"	13059035	"11120006"	"11012032"	1	165.75	808.7	262.01	50.8
"143"	13063001	"11013011"	"11059018"	2	198.66	786.47	290.94	58.2
"144"	13063002	"11013011"	"11059018"	2	187.19	799.54	278.59	58.2
"145"	13063003	"11013011"	"11059018"	2	185.43	805.17	293.28	58.2
"146"	13063004	"11013011"	"11059018"	2	193.11	790.62	289.13	58
"147"	13063005	"11013011"	"11059018"	2	188.69	793.37	277.58	57.4
"148"	13063006	"11013011"	"11059018"	2	194.54	800.29	286.15	57.2
"149"	13063007	"11013011"	"11059018"	2	198.85	787.68	307.03	57
"150"	13063008	"11013011"	"11059018"	2	200.94	787.97	286.6	55.6
"151"	13063009	"11013011"	"11059018"	2	189.57	788.18	285.56	55.4
"152"	13063010	"11013011"	"11059018"	2	197.35	786.62	298.61	54.2
"153"	13063011	"11013011"	"11059018"	2	196.24	799.71	295.01	53.8
"154"	13063012	"11013011"	"11059018"	2	184.9	807.62	298.2	53.4
"155"	13063013	"11013011"	"11059018"	2	193.23	793.19	285.86	53.4
"156"	13063014	"11013011"	"11059018"	2	186.93	799.47	291.29	53.2
"157"	13063015	"11013011"	"11059018"	2	188.92	798.3	300.48	53
"158"	13063016	"11013011"	"11059018"	2	190.14	796.29	289.06	52.8
"159"	13063017	"11013011"	"11059018"	2	204.81	789.17	298.9	52.8
"160"	13063018	"11013011"	"11059018"	2	211.72	787.65	304.19	52.6
"161"	13063019	"11013011"	"11059018"	2	191.97	799.67	285.3	52.4
"162"	13063020	"11013011"	"11059018"	2	194.81	798.83	293.09	52
"163"	13063021	"11013011"	"11059018"	2	192.48	799.52	296.99	51.8
"164"	13063022	"11013011"	"11059018"	2	197.09	800.41	282.81	51.8
"165"	13063023	"11013011"	"11059018"	2	210	785.54	292.55	50.8
"166"	13063024	"11013011"	"11059018"	2	193.43	800.1	283.96	50.6
"167"	13063025	"11013011"	"11059018"	2	188.72	800.04	277.25	50.6
"168"	13063026	"11013011"	"11059018"	2	200.87	786.78	294.2	50.4
"169"	13063027	"11013011"	"11059018"	2	186.17	797.22	289.65	50.2
"170"	13063028	"11013011"	"11059018"	2	200.2	797.16	291.99	50
"171"	13063029	"11013011"	"11059018"	2	201.28	787.29	303.51	49.8
"172"	13063030	"11013011"	"11059018"	2	194.69	799.39	287.44	49.8
"173"	13063031	"11013011"	"11059018"	2	167.22	813.74	293.38	49.6
"174"	13063032	"11013011"	"11059018"	2	173.16	807.55	277.44	49.4
"175"	13063033	"11013011"	"11059018"	2	198.61	786.38	288.19	49.4
"176"	13063034	"11013011"	"11059018"	2	182.49	803.19	288.85	49.4
"177"	13063035	"11013011"	"11059018"	2	200.75	797.33	286.86	49
"178"	13063036	"11013011"	"11059018"	2	194.28	796.01	283.33	48.6
"179"	13063037	"11013011"	"11059018"	2	185.03	800.64	298.32	46
"180"	13064001	"11059014"	"11013007"	2	194.57	799.41	295.27	56.8
"181"	13064002	"11059014"	"11013007"	2	200.68	785.53	288.99	56.6
"182"	13064003	"11059014"	"11013007"	2	196.34	798.18	283.66	54.6
"183"	13064004	"11059014"	"11013007"	2	192.96	799.42	304.92	54.4
"184"	13064005	"11059014"	"11013007"	2	200.71	790.41	298.89	54
"185"	13064006	"11059014"	"11013007"	2	202	793.16	289.58	53.8
"186"	13064007	"11059014"	"11013007"	2	187.64	797.86	298.8	53.2
"187"	13064008	"11059014"	"11013007"	2	194.94	798.84	290.26	53.2
"188"	13064009	"11059014"	"11013007"	2	201.44	787.43	283.35	53
"189"	13064010	"11059014"	"11013007"	2	200.58	797.47	282.6	52.2
"190"	13064011	"11059014"	"11013007"	2	200.72	796.34	292.31	52
"191"	13064012	"11059014"	"11013007"	2	195.65	790.68	287.02	51.6
"192"	13064013	"11059014"	"11013007"	2	199.22	788.52	296.95	51.4
"193"	13064014	"11059014"	"11013007"	2	213.98	777.1	301.99	51.4
"194"	13064015	"11059014"	"11013007"	2	215.23	780.75	302.8	51
"195"	13064016	"11059014"	"11013007"	2	190.2	797.53	301.77	50.6
"196"	13064017	"11059014"	"11013007"	2	197.93	793.77	284.99	50.6
"197"	13064018	"11059014"	"11013007"	2	194.18	794.39	298.68	50.2
"198"	13064019	"11059014"	"11013007"	2	175.52	800.09	281.04	50.2
"199"	13064020	"11059014"	"11013007"	2	202.62	789.69	289.91	49.6
"200"	13064021	"11059014"	"11013007"	2	191.46	794.02	287.26	49.2
"201"	13064022	"11059014"	"11013007"	2	166.72	812.77	281.45	48.8
"202"	13064023	"11059014"	"11013007"	2	202.38	777.78	299.73	48.6
"203"	13064024	"11059014"	"11013007"	2	189.6	792.04	284.65	48.6
"204"	13064025	"11059014"	"11013007"	2	171.95	802.33	287.33	48.4
"205"	13064026	"11059014"	"11013007"	2	195.95	793.1	282.86	48.2
"206"	13064027	"11059014"	"11013007"	2	189.01	796.03	298.59	48.2
"207"	13064028	"11059014"	"11013007"	2	202.96	783.47	330.64	48
"208"	13064029	"11059014"	"11013007"	2	195.71	793.93	282.52	47.6
"209"	13064030	"11059014"	"11013007"	2	193.81	796.97	290.75	47.4
"210"	13064031	"11059014"	"11013007"	2	196.23	787.87	280.67	47.4
"211"	13064032	"11059014"	"11013007"	2	194.84	792.45	284.81	47.2
"212"	13064033	"11059014"	"11013007"	2	188.43	802.99	277.59	47.2
"213"	13064034	"11059014"	"11013007"	2	208.21	776.01	288.38	47
"214"	13068001	"11106011"	"11099009"	2	174.82	786.37	308.74	66.4
"215"	13068002	"11106011"	"11099009"	2	178.25	797.21	299.5	65.8
"216"	13068003	"11106011"	"11099009"	2	180.04	802.67	279.09	64.6
"217"	13068004	"11106011"	"11099009"	2	178.44	802.08	283.2	64.4
"218"	13068005	"11106011"	"11099009"	2	193.44	780.08	307.59	64.4
"219"	13068006	"11106011"	"11099009"	2	190.63	787.32	297.16	64.2
"220"	13068007	"11106011"	"11099009"	2	176.65	798.89	289.39	63.8
"221"	13068008	"11106011"	"11099009"	2	177.86	796.09	286.47	63.4
"222"	13068009	"11106011"	"11099009"	2	181.09	804.78	289.18	62.8
"223"	13068010	"11106011"	"11099009"	2	183.93	782.74	298.06	62.6
"224"	13068011	"11106011"	"11099009"	2	180.67	801.44	294.27	62.2
"225"	13068012	"11106011"	"11099009"	2	177.52	793.56	292.76	62
"226"	13068013	"11106011"	"11099009"	2	180.28	799.23	307.45	62
"227"	13068014	"11106011"	"11099009"	2	168.8	802.81	294.64	61.8
"228"	13068015	"11106011"	"11099009"	2	190.05	789.38	295.04	60.8
"229"	13068016	"11106011"	"11099009"	2	186.76	782.7	303.48	60.8
"230"	13068017	"11106011"	"11099009"	2	180.31	793.6	286.75	60.6
"231"	13068018	"11106011"	"11099009"	2	187.1	789.8	283.01	60.6
"232"	13068019	"11106011"	"11099009"	2	202.44	781.53	304.95	60.4
"233"	13068020	"11106011"	"11099009"	2	170.05	798.77	289.79	60.2
"234"	13068021	"11106011"	"11099009"	2	179.52	802.24	293.69	60.2
"235"	13068022	"11106011"	"11099009"	2	175.63	803.57	287.38	60
"236"	13068023	"11106011"	"11099009"	2	176.01	802.26	291.32	60
"237"	13068024	"11106011"	"11099009"	2	180.9	790.44	304.91	59.6
"238"	13068025	"11106011"	"11099009"	2	178.92	800.26	303.08	59.2
"239"	13068026	"11106011"	"11099009"	2	166.51	806.69	282.5	59.2
"240"	13068027	"11106011"	"11099009"	2	191.79	790.95	289.94	59.2
"241"	13068028	"11106011"	"11099009"	2	188.37	792.57	290.77	58.8
"242"	13068029	"11106011"	"11099009"	2	176.33	793.97	281.13	58.8
"243"	13068030	"11106011"	"11099009"	2	189.21	793.01	295.76	58.8
"244"	13068031	"11106011"	"11099009"	2	176.94	803.41	286.86	58.6
"245"	13068032	"11106011"	"11099009"	2	175.11	805.38	285.35	58.6
"246"	13068033	"11106011"	"11099009"	2	188.2	790.82	287.6	58.4
"247"	13068034	"11106011"	"11099009"	2	176.59	806.26	280.3	58.4
"248"	13068035	"11106011"	"11099009"	2	173.43	788.87	302.6	58.2
"249"	13068036	"11106011"	"11099009"	2	189.36	786.47	308.59	58
"250"	13068037	"11106011"	"11099009"	2	154.49	822.75	257.37	57.2
"251"	13071001	"11113003"	"11097009"	2	209.31	781.99	290.37	64.4
"252"	13071002	"11113003"	"11097009"	2	206.54	785.03	290.09	61.8
"253"	13071003	"11113003"	"11097009"	2	192.6	791.56	291.84	57.2
"254"	13071004	"11113003"	"11097009"	2	184.21	807.19	290.96	56.2
"255"	13071005	"11113003"	"11097009"	2	216.26	768.21	290.64	56
"256"	13071006	"11113003"	"11097009"	2	192.73	804.4	287.67	55.8
"257"	13071007	"11113003"	"11097009"	2	179.89	808.21	276.41	55.8
"258"	13071008	"11113003"	"11097009"	2	183.35	798.78	282.96	55.8
"259"	13071009	"11113003"	"11097009"	2	199.5	800.17	275.8	55.4
"260"	13071010	"11113003"	"11097009"	2	211.52	780.03	297.07	55.4
"261"	13071011	"11113003"	"11097009"	2	194.42	786.02	291.58	54.6
"262"	13071012	"11113003"	"11097009"	2	192.26	800.93	300.78	54.6
"263"	13071013	"11113003"	"11097009"	2	204	778.51	296.85	54.4
"264"	13071014	"11113003"	"11097009"	2	182.19	803.75	287.12	53.8
"265"	13071015	"11113003"	"11097009"	2	194.18	799.81	291.27	53.8
"266"	13071016	"11113003"	"11097009"	2	196.93	794.62	283.85	53
"267"	13071017	"11113003"	"11097009"	2	212.53	775.34	298.32	52.8
"268"	13071018	"11113003"	"11097009"	2	200.94	790.4	280.63	52.6
"269"	13071019	"11113003"	"11097009"	2	187.08	805.36	283.01	52.4
"270"	13071020	"11113003"	"11097009"	2	194.22	793.82	293.68	52.2
"271"	13071021	"11113003"	"11097009"	2	175.61	801.36	276.02	52
"272"	13071022	"11113003"	"11097009"	2	188.78	812.02	270.28	52
"273"	13071023	"11113003"	"11097009"	2	206.94	779.11	303.03	51
"274"	13071024	"11113003"	"11097009"	2	227.52	773.98	291.81	51
"275"	13071025	"11113003"	"11097009"	2	185.99	798.21	280.64	50.6
"276"	13071026	"11113003"	"11097009"	2	194.21	793.07	278.24	50.4
"277"	13071027	"11113003"	"11097009"	2	203.73	785.91	283.01	50.4
"278"	13071028	"11113003"	"11097009"	2	208.28	793.42	284.22	50
"279"	13071029	"11113003"	"11097009"	2	205	791.34	291.61	49.8
"280"	13071030	"11113003"	"11097009"	2	199.79	790.5	296.52	49.6
"281"	13071031	"11113003"	"11097009"	2	191.17	802.14	300.57	49.4
"282"	13071032	"11113003"	"11097009"	2	194.35	790.48	303.51	49.4
"283"	13071033	"11113003"	"11097009"	2	199.83	791.58	293.1	49.2
"284"	13071034	"11113003"	"11097009"	2	184.58	806.03	277.35	48.6
"285"	13071035	"11113003"	"11097009"	2	208.59	785.93	286.66	48.2
"286"	13071036	"11113003"	"11097009"	2	198.46	794.93	297.92	36.4
"287"	13077001	"11086002"	"11123025"	3	180.14	805.88	268.35	56.2
"288"	13077002	"11086002"	"11123025"	3	173.19	795.23	284.78	56.2
"289"	13077003	"11086002"	"11123025"	3	170.95	804.26	275.97	54
"290"	13077004	"11086002"	"11123025"	3	169.46	810.76	270.2	52.8
"291"	13077005	"11086002"	"11123025"	3	173.88	798.31	272.62	52.6
"292"	13077006	"11086002"	"11123025"	3	168.51	806.39	262.89	52.6
"293"	13077007	"11086002"	"11123025"	3	177.04	806.46	269.84	52.4
"294"	13077008	"11086002"	"11123025"	3	154.39	801.65	279.74	52.4
"295"	13077009	"11086002"	"11123025"	3	172.6	804.95	275.84	52.2
"296"	13077010	"11086002"	"11123025"	3	171.79	800.99	273.88	52
"297"	13077011	"11086002"	"11123025"	3	179.33	812.05	269.22	51.8
"298"	13077012	"11086002"	"11123025"	3	175.77	802.54	281.5	51.8
"299"	13077013	"11086002"	"11123025"	3	183.19	769.54	268.2	51.8
"300"	13077014	"11086002"	"11123025"	3	171.72	801.45	270.21	51.4
"301"	13077015	"11086002"	"11123025"	3	182.07	801.88	287.12	51.2
"302"	13077016	"11086002"	"11123025"	3	178.18	799.29	275.6	50.4
"303"	13077017	"11086002"	"11123025"	3	178.04	807.76	284.51	50.4
"304"	13077018	"11086002"	"11123025"	3	159.02	811.87	273.96	50.4
"305"	13077019	"11086002"	"11123025"	3	180.05	802.78	285.48	49.8
"306"	13077020	"11086002"	"11123025"	3	164.12	810.22	272.53	49.8
"307"	13077021	"11086002"	"11123025"	3	170.85	806.35	271.78	49.6
"308"	13077022	"11086002"	"11123025"	3	185.15	806.61	288.29	49.6
"309"	13077023	"11086002"	"11123025"	3	166.62	812.28	265.99	49.2
"310"	13077024	"11086002"	"11123025"	3	177.35	798.18	265.38	49.2
"311"	13077025	"11086002"	"11123025"	3	186.66	796.58	281.71	49
"312"	13077026	"11086002"	"11123025"	3	171.96	809.58	258.16	49
"313"	13077027	"11086002"	"11123025"	3	174.05	801.61	276.6	48.8
"314"	13077028	"11086002"	"11123025"	3	187.33	801.03	288.39	48.6
"315"	13077029	"11086002"	"11123025"	3	176.92	805.76	282.14	48.4
"316"	13077030	"11086002"	"11123025"	3	182.33	803.02	265.55	48.4
"317"	13077031	"11086002"	"11123025"	3	173.35	811.78	267.08	48.4
"318"	13077032	"11086002"	"11123025"	3	171.56	807	283.4	48
"319"	13077033	"11086002"	"11123025"	3	163.42	813.18	266.91	47.8
"320"	13077034	"11086002"	"11123025"	3	176.75	811.85	263.94	47.8
"321"	13077035	"11086002"	"11123025"	3	168.04	809.17	277.76	47.8
"322"	13077036	"11086002"	"11123025"	3	173.74	803.58	270.9	47.8
"323"	13077037	"11086002"	"11123025"	3	171.87	807.25	264.46	47.6
"324"	13078001	"11333011"	"11099005"	3	178.12	797.19	277.46	65.4
"325"	13078002	"11333011"	"11099005"	3	184.03	801.97	272.58	64.2
"326"	13078003	"11333011"	"11099005"	3	185.16	801.66	282.84	63.8
"327"	13078004	"11333011"	"11099005"	3	174.5	806.11	272.08	63.6
"328"	13078005	"11333011"	"11099005"	3	184.47	799.13	275.13	62.6
"329"	13078006	"11333011"	"11099005"	3	197.21	797.32	270.84	62.4
"330"	13078007	"11333011"	"11099005"	3	198.17	797.84	279.62	62.2
"331"	13078008	"11333011"	"11099005"	3	192.27	797.11	275.41	62
"332"	13078009	"11333011"	"11099005"	3	174.2	818.08	273.41	61.8
"333"	13078010	"11333011"	"11099005"	3	181.82	806.02	281.31	61.2
"334"	13078011	"11333011"	"11099005"	3	170.43	805.44	272.88	60.2
"335"	13078012	"11333011"	"11099005"	3	174	804.69	277.31	60.2
"336"	13078013	"11333011"	"11099005"	3	181.75	785.21	283.11	58.8
"337"	13078014	"11333011"	"11099005"	3	185.93	804.79	273.82	58.8
"338"	13078015	"11333011"	"11099005"	3	179.84	801.01	269.83	58
"339"	13078016	"11333011"	"11099005"	3	169.57	803.52	267.8	57.6
"340"	13078017	"11333011"	"11099005"	3	187.6	797.99	285.36	57.6
"341"	13078018	"11333011"	"11099005"	3	179.82	801.96	274.71	57.6
"342"	13078019	"11333011"	"11099005"	3	164.26	813.18	259.13	57.4
"343"	13078020	"11333011"	"11099005"	3	187.1	804.96	267.48	57.4
"344"	13078021	"11333011"	"11099005"	3	174.21	808.95	277.25	57.4
"345"	13078022	"11333011"	"11099005"	3	157.4	818.46	262.22	57
"346"	13078023	"11333011"	"11099005"	3	183.7	800.43	275.76	57
"347"	13078024	"11333011"	"11099005"	3	171.49	809.63	275.64	57
"348"	13078025	"11333011"	"11099005"	3	166.71	810.33	284.52	57
"349"	13078026	"11333011"	"11099005"	3	164.74	812.59	269.82	56.8
"350"	13078027	"11333011"	"11099005"	3	175.48	806.02	271.02	56.6
"351"	13078028	"11333011"	"11099005"	3	178.7	808.92	272.25	56.6
"352"	13078029	"11333011"	"11099005"	3	198.34	787.81	264	56.4
"353"	13078030	"11333011"	"11099005"	3	166.35	816.69	253.23	56.2
"354"	13078031	"11333011"	"11099005"	3	168.55	810.11	268.14	56.2
"355"	13078032	"11333011"	"11099005"	3	180.96	800.9	278.81	56.2
"356"	13078033	"11333011"	"11099005"	3	172.43	809.77	274.7	56
"357"	13078034	"11333011"	"11099005"	3	193.08	791.38	280.73	56
"358"	13082001	"11111004"	"11335012"	3	172.4	805.61	278.27	58.2
"359"	13082002	"11111004"	"11335012"	3	183.51	784.56	273.76	57.4
"360"	13082003	"11111004"	"11335012"	3	170.82	800.99	262.15	57
"361"	13082004	"11111004"	"11335012"	3	174.41	802.31	266.42	55.6
"362"	13082005	"11111004"	"11335012"	3	183.42	804.46	264.85	55.2
"363"	13082006	"11111004"	"11335012"	3	186.07	799.46	282.58	53.2
"364"	13082007	"11111004"	"11335012"	3	163.8	812.62	269.59	53
"365"	13082008	"11111004"	"11335012"	3	174.3	801.99	262.14	52.6
"366"	13082009	"11111004"	"11335012"	3	169.15	807.47	271.72	52.2
"367"	13082010	"11111004"	"11335012"	3	165.3	808.66	266.55	52
"368"	13082011	"11111004"	"11335012"	3	187.49	796.48	286.41	51.6
"369"	13082012	"11111004"	"11335012"	3	154.58	815.19	271.38	51.6
"370"	13082013	"11111004"	"11335012"	3	175.96	804.19	267.94	51.6
"371"	13082014	"11111004"	"11335012"	3	172.8	810.16	272.07	51.6
